dataset,symbol,status,range_start,range_end,error,fingerprint,category,adapter_version,raw_status,first_failure,last_failure,attempts,next_action
valuation_daily,600068.SH,FAILED,UNKNOWN,UNKNOWN,600068.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:55:26.374901+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600069.SH,FAILED,UNKNOWN,UNKNOWN,600069.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:55:32.614127+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600070.SH,FAILED,UNKNOWN,UNKNOWN,600070.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:55:38.815005+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600074.SH,FAILED,UNKNOWN,UNKNOWN,600074.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:55:45.153094+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600077.SH,FAILED,UNKNOWN,UNKNOWN,600077.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:55:51.343921+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600083.SH,FAILED,UNKNOWN,UNKNOWN,600083.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:55:57.603496+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600086.SH,FAILED,UNKNOWN,UNKNOWN,600086.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:56:03.978310+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600087.SH,FAILED,UNKNOWN,UNKNOWN,600087.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:56:10.168646+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600090.SH,FAILED,UNKNOWN,UNKNOWN,600090.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:56:16.461284+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600091.SH,FAILED,UNKNOWN,UNKNOWN,600091.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:56:22.824619+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600092.SH,FAILED,UNKNOWN,UNKNOWN,600092.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:56:29.084410+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600093.SH,FAILED,UNKNOWN,UNKNOWN,600093.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:56:35.522313+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600102.SH,FAILED,UNKNOWN,UNKNOWN,600102.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:56:41.925687+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600112.SH,FAILED,UNKNOWN,UNKNOWN,600112.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:56:48.258722+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600122.SH,FAILED,UNKNOWN,UNKNOWN,600122.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:56:54.458619+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600139.SH,FAILED,UNKNOWN,UNKNOWN,600139.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:57:00.510753+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600145.SH,FAILED,UNKNOWN,UNKNOWN,600145.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:57:06.860110+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600146.SH,FAILED,UNKNOWN,UNKNOWN,600146.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:57:12.948401+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600175.SH,FAILED,UNKNOWN,UNKNOWN,600175.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:57:19.123660+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600181.SH,FAILED,UNKNOWN,UNKNOWN,600181.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:57:25.390277+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600190.SH,FAILED,UNKNOWN,UNKNOWN,600190.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:57:31.575518+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600200.SH,FAILED,UNKNOWN,UNKNOWN,600200.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:57:37.736042+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600205.SH,FAILED,UNKNOWN,UNKNOWN,600205.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:57:43.998674+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600209.SH,FAILED,UNKNOWN,UNKNOWN,600209.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:57:50.173888+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600213.SH,FAILED,UNKNOWN,UNKNOWN,600213.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:57:56.409478+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600220.SH,FAILED,UNKNOWN,UNKNOWN,600220.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:58:02.782712+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600225.SH,FAILED,UNKNOWN,UNKNOWN,600225.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:58:09.199438+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600240.SH,FAILED,UNKNOWN,UNKNOWN,600240.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:58:15.025793+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600242.SH,FAILED,UNKNOWN,UNKNOWN,600242.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:58:21.115956+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600247.SH,FAILED,UNKNOWN,UNKNOWN,600247.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:58:27.296662+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600253.SH,FAILED,UNKNOWN,UNKNOWN,600253.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:58:33.495489+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600260.SH,FAILED,UNKNOWN,UNKNOWN,600260.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:58:39.636290+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600263.SH,FAILED,UNKNOWN,UNKNOWN,600263.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:58:45.787267+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600270.SH,FAILED,UNKNOWN,UNKNOWN,600270.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:58:52.079686+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600275.SH,FAILED,UNKNOWN,UNKNOWN,600275.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:58:58.242520+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600277.SH,FAILED,UNKNOWN,UNKNOWN,600277.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:59:04.516145+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600286.SH,FAILED,UNKNOWN,UNKNOWN,600286.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:59:11.007528+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600290.SH,FAILED,UNKNOWN,UNKNOWN,600290.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:59:17.161379+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600291.SH,FAILED,UNKNOWN,UNKNOWN,600291.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:59:23.301291+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600296.SH,FAILED,UNKNOWN,UNKNOWN,600296.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:59:29.576794+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600297.SH,FAILED,UNKNOWN,UNKNOWN,600297.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:59:35.682647+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600306.SH,FAILED,UNKNOWN,UNKNOWN,600306.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:59:42.079186+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600311.SH,FAILED,UNKNOWN,UNKNOWN,600311.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:59:48.388660+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600317.SH,FAILED,UNKNOWN,UNKNOWN,600317.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T07:59:54.902924+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600321.SH,FAILED,UNKNOWN,UNKNOWN,600321.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:00:00.990416+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600357.SH,FAILED,UNKNOWN,UNKNOWN,600357.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:00:07.043888+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600385.SH,FAILED,UNKNOWN,UNKNOWN,600385.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:00:13.219160+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600387.SH,FAILED,UNKNOWN,UNKNOWN,600387.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:00:19.526300+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600393.SH,FAILED,UNKNOWN,UNKNOWN,600393.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:00:25.955688+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600401.SH,FAILED,UNKNOWN,UNKNOWN,600401.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:00:32.303790+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600432.SH,FAILED,UNKNOWN,UNKNOWN,600432.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:00:38.429512+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600462.SH,FAILED,UNKNOWN,UNKNOWN,600462.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:00:44.681034+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600466.SH,FAILED,UNKNOWN,UNKNOWN,600466.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:00:50.949263+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600472.SH,FAILED,UNKNOWN,UNKNOWN,600472.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:00:57.109541+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600485.SH,FAILED,UNKNOWN,UNKNOWN,600485.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:01:03.595648+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600532.SH,FAILED,UNKNOWN,UNKNOWN,600532.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:01:09.721829+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600553.SH,FAILED,UNKNOWN,UNKNOWN,600553.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:01:16.138385+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600555.SH,FAILED,UNKNOWN,UNKNOWN,600555.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:01:22.653695+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600565.SH,FAILED,UNKNOWN,UNKNOWN,600565.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:01:28.802085+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600591.SH,FAILED,UNKNOWN,UNKNOWN,600591.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:01:35.058355+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600607.SH,FAILED,UNKNOWN,UNKNOWN,600607.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:01:41.347217+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600614.SH,FAILED,UNKNOWN,UNKNOWN,600614.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:01:48.570773+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600625.SH,FAILED,UNKNOWN,UNKNOWN,600625.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:01:53.752935+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600627.SH,FAILED,UNKNOWN,UNKNOWN,600627.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:01:59.967876+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
valuation_daily,600631.SH,FAILED,UNKNOWN,UNKNOWN,600631.SH akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,<symbol> akshare.stock_value_em: TypeError: 'NoneType' object is not subscriptable,SYMBOL_DATA_ERROR,akshare-1.18.94,UNAVAILABLE_SDK_EXCEPTION,UNKNOWN,2026-09-11T08:02:06.216898+00:00,UNKNOWN,isolate; diagnose representative raw/SDK evidence
